LGA_code,LGA_name,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013
41060,Charles Sturt (C),19.87,17.01,20.17,20.24,18.05,19.82,18.71,19.83,21.2
41140,Clare and Gilbert Valleys (DC),17.07,16.67,18.42,22.86,9.76,23.64,18.37,16.33,25
41190,Cleve (DC),20,30,12.5,14.29,11.11,20,18.18,-,-
41330,Coober Pedy (DC),-,-,-,-,-,-,-,33.33,33.33
41560,Copper Coast (DC),15.79,14.29,5.71,22.22,22.73,13.33,16.67,34.09,21.67
41750,Elliston (DC),-,-,0,0,40,0,-,-,-
41830,Flinders Ranges (DC),-,16.67,20,20,16.67,0,-,20,44.44
41960,Franklin Harbour (DC),-,0,-,-,-,-,-,-,-
42030,Gawler (T),16.35,18.79,22.89,19.13,20.63,19.9,22.22,18.78,25.59
42110,Goyder (DC),14.29,31.25,15,0,0,12.5,29.41,23.08,19.23
42250,Grant (DC),10,14.29,3.85,17.65,18.18,10.71,20.45,8.33,11.36
42600,Holdfast Bay (C),22.6,16.38,19,22.17,20.08,21.66,19.75,19.54,21.33
42750,Kangaroo Island (DC),25,14.29,26.32,7.69,0,22.22,31.58,5.26,21.05
43080,Karoonda East Murray (DC),0,-,22.22,20,-,-,-,40,-
43220,Kimba (DC),22.22,0,-,-,40,25,-,40,-
43360,Kingston (DC),12.5,0,-,-,16.67,27.27,20,6.25,6.67
43650,Light (RegC),17.5,13.95,35.14,19.57,12.5,18.37,22.41,22,22.39
43710,Lower Eyre Peninsula (DC),35.71,23.53,25,5.88,7.69,42.86,9.09,11.76,17.86
43790,Loxton Waikerie (DC),15.69,14.29,16.33,8.33,23.08,17.24,30.77,14.29,16.22
43920,Mallala (DC),22.22,23.81,26.83,32.14,10.71,16.67,16.67,22.22,25.49
44060,Marion (C),19.94,20.74,21.07,20.5,18,21.23,20.19,22.97,21.21
44210,Mid Murray (DC),6.25,15.38,15.79,13.64,22.73,15.38,25,15.15,22.22
44340,Mitcham (C),17.62,18.98,22.59,16.48,17.51,18.1,20.75,20.34,22.08
44550,Mount Barker (DC),21.91,20.36,25.93,22.39,23,21.6,19.75,21.97,22.55
44620,Mount Gambier (C),17.01,13.57,20.35,14.75,17.19,10.85,12.99,17.28,16.15
44830,Mount Remarkable (DC),0,27.27,8.33,20,26.67,20,21.05,10,22.73
45040,Murray Bridge (RC),16,29.03,25.4,10.34,14.55,23.81,21.98,25.88,20.75
45090,Naracoorte and Lucindale (DC),13.64,12.2,22.5,20,6.06,3.13,21.82,15.38,22
45120,Northern Areas (DC),12.5,0,25,18.75,0,30,33.33,26.67,25
45290,Norwood Payneham St Peters (C),20,17.34,19.86,16.96,16.32,15.45,17.34,20.59,17.25
45340,Onkaparinga (C),22.14,20.16,20.4,17.87,21.61,22.59,22.65,21.6,22.89
45400,Orroroo/Carrieton (DC),0,0,-,0,14.29,33.33,-,28.57,16.67
45540,Peterborough (DC),-,-,0,0,-,-,-,-,-
45680,Playford (C),23.42,24.37,23.15,23.72,20.47,20.72,16.88,24.85,25.4
45890,Port Adelaide Enfield (C),22.17,20.91,21.16,20.61,17.22,19.4,18.31,21.76,23.22
46090,Port Augusta (C),25.53,26.53,22.5,20.45,19.57,18,21.15,11.32,22.73
46300,Port Lincoln (C),27.08,7.14,18.97,12.73,15.52,26.15,17.14,18.18,27.08
46450,Port Pirie City and Dists (M),22,20.93,22.86,14.55,21.57,9.89,15.48,20.29,24.72
46510,Prospect (C),17.74,22.4,20.96,16.35,20.51,19.39,21.97,21.83,17.39
46670,Renmark Paringa (DC),17.86,19.35,7.14,11.43,29.03,14.29,20,34,22.45
46860,Robe (DC),-,-,-,0,40,7.69,14.29,14.29,7.69
46970,Roxby Downs (M),33.33,20,25,23.08,15.38,27.78,40,25,30
47140,Salisbury (C),20.67,18.93,18.53,19.07,18.34,20.36,20.73,21.1,22.03
47290,Southern Mallee (DC),50,0,33.33,40,33.33,42.86,-,8.33,33.33
47490,Streaky Bay (DC),14.29,33.33,20,25,-,13.33,30,13.33,15.38
47630,Tatiara (DC),3.57,13.04,20.83,12,12,19.44,11.11,19.35,26.47
47700,Tea Tree Gully (C),21.07,18.29,19.69,18.23,17.54,18.93,20.79,18.61,20.78
47800,The Coorong (DC),16.67,13.04,30.77,0,16.67,18.52,16.67,21.88,18.18
47910,Tumby Bay (DC),41.67,0,0,0,10,14.29,20,0,26.67
47980,Unley (C),19.08,19.27,19.77,20.89,18.26,20.57,21.54,20.71,19.71
48050,Victor Harbor (C),33.33,17.86,19.3,19.23,20.31,19.67,33.33,18.42,28.4
48130,Wakefield (DC),13.04,20,14.81,17.65,23.81,12.9,19.35,15.22,30.56
48260,Walkerville (M),20.31,17.88,14.38,16.22,15.97,17.88,18.06,21.21,15.48
48340,Wattle Range (DC),16.36,16.13,18.75,12.96,14,11.39,21.21,24.64,36.84
48410,West Torrens (C),19.61,19.73,18.24,19.11,17.01,18.31,23.54,21.72,20.96
48540,Whyalla (C),18.75,25.47,29.17,14.67,28.21,25,21.43,24.76,27.93
48640,Wudinna (DC),14.29,12.5,-,-,-,20,14.29,-,0
48750,Yankalilla (DC),10,28.57,33.33,13.33,33.33,21.74,17.86,13.33,23.08
48830,Yorke Peninsula (DC),35,35,10,11.76,24.32,24.14,22.22,22,15.09
49399,Unincorporated SA,20,33.33,20,-,12.5,16.67,16.67,0,60
50080,Albany (C),10.19,22.84,25,19.86,17.01,22.17,18.04,28.39,22.55
50210,Armadale (C),21.32,17.04,24.53,18.99,23.43,25.56,21.39,23.16,22.89
50250,Ashburton (S),40,20,28.57,40,31.25,64.29,35,26.92,50
50280,Augusta-Margaret River (S),32.31,40.74,28.09,17.81,14.14,31.03,23.26,25.51,30.69
50350,Bassendean (T),20.13,14.29,25.2,22.58,24.16,14.72,23.5,22.53,28.57
50420,Bayswater (C),19.39,20.12,20.43,16.53,17.49,20.07,19.25,17.27,20.56
50490,Belmont (C),24.35,19.43,28.32,24.51,23.89,21.89,17.95,22.46,23.59
50560,Beverley (S),20,0,-,28.57,16.67,20,33.33,-,42.86
50630,Boddington (S),-,-,-,50,-,-,-,-,42.86
50770,Boyup Brook (S),0,42.86,20,16.67,40,28.57,22.22,0,27.27
50840,Bridgetown-Greenbushes (S),38.89,18.18,36.36,16.67,10,11.54,15,21.74,31.82
50910,Brookton (S),-,0,-,-,-,-,20,-,-
50980,Broome (S),15.38,36.17,23.08,22.22,16.22,32.76,25.53,38,24.24
51080,Broomehill-Tambellup (S),-,0,0,0,0,50,14.29,33.33,33.33
51120,Bruce Rock (S),20,-,50,-,-,-,-,-,-
51190,Bunbury (C),23.64,21.94,21.95,21.43,19.5,20.13,24.36,22.05,24.04
51260,Busselton (C),24.44,15.13,21.43,20.86,15.2,18.87,22.27,14.67,25.32
51310,Cambridge (T),15.83,17.74,16.82,16.63,17.54,20.5,18.79,17.99,19.28
51330,Canning (C),17.44,17.74,18.01,16.15,18.07,17.54,15.59,19.87,16.42
51400,Capel (S),23.33,23.33,16.67,18.75,11.43,12,18.6,24.24,28.13
51470,Carnamah (S),-,20,-,33.33,-,33.33,16.67,-,-
51540,Carnarvon (S),26.09,33.33,27.27,18.18,25,20,40,22.22,25
51680,Chittering (S),25,16.67,-,15.38,16.67,26.67,50,30.77,33.33
51750,Claremont (T),22.74,16.85,21.09,16.07,21.94,18.41,21.68,16.94,23.31
51820,Cockburn (C),21.32,20.92,16.48,19.81,18.75,21.3,18.21,20.11,24.07
51890,Collie (S),6.9,17.14,11.11,36.36,10,23.53,22.22,23.68,19.44
51960,Coolgardie (S),11.11,50,27.27,35.71,16.67,-,33.33,40,-
52030,Coorow (S),-,-,-,20,-,-,-,-,-
52100,Corrigin (S),40,-,-,-,-,0,-,11.11,-
52170,Cottesloe (T),18.79,22.22,15.27,24.2,19.11,17.93,12.5,14.91,15.54
52240,Cranbrook (S),-,-,-,-,40,20,-,0,-
52310,Cuballing (S),20,25,-,-,-,-,-,20,16.67
52380,Cue (S),-,-,-,-,-,-,-,-,-
52450,Cunderdin (S),40,-,20,20,0,22.22,-,50,-
52520,Dalwallinu (S),16.67,-,-,0,-,-,14.29,0,20
52590,Dandaragan (S),20,36.36,23.53,16.67,11.11,30,16.67,15.38,42.86
52660,Dardanup (S),22.22,25,19.3,23.94,19.4,21.69,26.67,22.22,20.55
52730,Denmark (S),28,13.04,30.43,33.33,20,13.89,17.07,28.57,23.53
52800,Derby-West Kimberley (S),25,40,20,55,23.08,33.33,33.33,40.91,25
52870,Donnybrook-Balingup (S),27.59,11.11,13.33,16,12.5,22.58,29.63,26.92,32
52940,Dowerin (S),0,-,-,-,-,-,-,-,-
53010,Dumbleyung (S),-,-,0,0,-,-,0,0,-
53080,Dundas (S),-,-,-,-,-,-,-,-,-
53150,East Fremantle (T),21.95,18.6,20.65,16.67,26,27.85,21.55,24.07,27.72
53220,East Pilbara (S),21.05,30.77,7.14,25,40,13.33,22.22,20,18.75
53290,Esperance (S),29.17,12.5,21.28,12.9,25.35,24.19,12.12,18.99,9.09
53360,Exmouth (S),0,-,-,0,0,-,20,20,28.57
53430,Fremantle (C),24.77,26.35,27.19,27.89,27.35,23.48,23.18,25.1,23.11
53570,Gingin (S),0,11.11,14.29,25,27.27,9.52,12.5,14.29,10
53640,Gnowangerup (S),42.86,-,-,-,14.29,-,0,28.57,14.29
53710,Goomalling (S),-,-,-,40,-,66.67,-,0,-
53780,Gosnells (C),22.08,20.71,20.92,21.74,20.49,23.36,21.31,21.87,22.92
53800,Greater Geraldton (C),12.72,21.15,17.12,16.78,22.62,23.98,20.63,19.91,24.1
53920,Halls Creek (S),-,-,-,-,-,-,-,-,-
53990,Harvey (S),19.19,22.5,22.81,18.71,18.24,19.54,21.15,20.78,21.59
54060,Irwin (S),57.14,27.27,28.57,0,14.29,18.18,12.5,25,25
54130,Jerramungup (S),20,33.33,22.22,0,12.5,30,-,0,28.57
54170,Joondalup (C),18.3,18.18,19.33,18.29,17.64,17.23,17.34,19,20.31
54200,Kalamunda (S),19,23.26,22.64,19.65,22.05,17.41,20.49,24.14,24.63
54280,Kalgoorlie/Boulder (C),26.32,24.07,26.14,29.29,20.41,20.93,18.97,33.56,19.71
54310,Karratha (C),14.04,28.07,34.62,28.57,23.61,23.21,33.9,29.41,29.87
54340,Katanning (S),18.18,12.5,9.09,5,22.22,33.33,15.38,33.33,42.86
54410,Kellerberrin (S),-,-,-,-,-,-,16.67,16.67,20
54480,Kent (S),0,-,-,-,-,-,-,-,-
54550,Kojonup (S),8.7,25,20,10,25,0,27.27,0,9.09
54620,Kondinin (S),-,-,0,30,-,16.67,-,42.86,-
54690,Koorda (S),-,-,-,20,-,-,-,-,-
54760,Kulin (S),-,40,-,-,-,12.5,16.67,-,50
54830,Kwinana (C),20.21,31.25,27.12,25.49,21.28,24.82,31.25,26.92,28.28
54900,Lake Grace (S),28.57,-,35.71,16.67,25,28.57,20,16.67,30.77
54970,Laverton (S),-,-,-,-,-,-,-,-,-
55040,Leonora (S),50,28.57,40,-,50,-,-,40,-
55110,Mandurah (C),21.53,20.75,23.96,23.64,27.64,23.06,21.85,23.2,25.45
55180,Manjimup (S),26.09,17.02,18.75,11.63,21.95,17.39,22.41,20.45,8.7
55250,Meekatharra (S),0,-,-,44.44,-,-,-,-,-
55320,Melville (C),16.85,16.86,19.12,15.17,19.09,17.86,17.1,18.78,17.41
55390,Menzies (S),-,-,-,-,-,-,-,-,-
55460,Merredin (S),12.5,16.67,6.67,20,33.33,25,23.08,15.38,38.46
55530,Mingenew (S),-,-,-,-,-,-,-,-,-
55600,Moora (S),21.05,45.45,15.79,6.67,10,15.38,0,21.43,20
55670,Morawa (S),0,-,20,33.33,-,50,44.44,-,50
55740,Mosman Park (T),16.1,14.68,22.88,20.59,23.91,21.37,19.23,15.44,16.96
55810,Mount Magnet (S),-,-,-,-,-,-,-,-,-
55880,Mount Marshall (S),-,40,-,-,-,-,-,-,-
55950,Mukinbudin (S),57.14,-,-,-,37.5,57.14,-,-,0
56090,Mundaring (S),17.97,22.34,18.13,22.32,20.62,18.88,24.31,15.52,25.18
56230,Murray (S),20,26.83,26.67,30.61,23.53,28.85,28.57,29.85,16.85
56300,Nannup (S),20,-,0,14.29,-,-,0,-,37.5
56370,Narembeen (S),40,-,0,-,50,-,-,16.67,-
56450,Narrogin (S),-,-,-,-,-,-,-,-,-
56520,Narrogin (T),6.25,23.81,20,18.75,17.65,11.76,17.65,14.29,31.25
56580,Nedlands (C),14.08,16.62,13.39,13.91,15.49,16.23,17.58,15.96,15.61
56620,Ngaanyatjarraku (S),-,-,-,-,-,-,-,-,-
56730,Northam (S),8.33,13.64,18.75,22.22,19.57,22.45,13.89,22.22,15.63
56790,Northampton (S),28.57,0,9.09,20,11.11,15.38,38.46,27.78,25
56860,Nungarin (S),-,-,-,-,-,-,-,-,-
57000,Perenjori (S),-,-,-,-,-,-,-,-,-
57080,Perth (C),24.02,23.33,24.69,23.3,25,19.73,28.02,29.19,26.88
57140,Pingelly (S),-,-,40,-,-,-,-,16.67,-
57210,Plantagenet (S),13.64,8.7,21.74,22.73,17.39,10,34.48,14.81,11.76
57280,Port Hedland (T),28.89,29.03,46.43,32.26,24.39,24.24,29.27,42.86,40
57350,Quairading (S),-,-,-,-,57.14,0,-,20,20
57420,Ravensthorpe (S),-,16.67,40,16.67,40,14.29,0,30,-
57490,Rockingham (C),23.39,23.57,26.05,24.95,23.75,24.54,24.54,22.85,28.5
57630,Sandstone (S),-,-,-,-,-,-,-,-,-
57700,Serpentine-Jarrahdale (S),28.57,18.46,18.99,25.33,18.56,27.27,21.67,25.95,21.99
57770,Shark Bay (S),0,-,-,-,-,-,-,-,0
57840,South Perth (C),18.72,18.62,19.14,19.66,17.12,19.76,15.35,18.07,18.96
57910,Stirling (C),18.42,17.62,20.87,17.29,16.85,18.69,18.52,18.28,21.17
57980,Subiaco (C),19.19,15.08,19.51,20.63,21.43,19.19,19.5,14.44,23.53
58050,Swan (C),20.24,16.78,20.46,19.97,18.47,20.37,16.9,20.31,22.79
58190,Tammin (S),-,-,-,-,-,25,-,-,16.67
58260,Three Springs (S),-,-,-,-,-,-,-,-,-
58330,Toodyay (S),23.08,20,23.53,13.33,10.53,22.22,19.05,11.11,29.63
58400,Trayning (S),-,-,-,-,-,-,-,-,-
58510,Victoria Park (T),19.17,21.05,22.76,19.18,20.16,19.72,18.28,23.26,20.94
58540,Victoria Plains (S),-,-,16.67,-,-,-,-,0,-
58570,Vincent (C),26,24.87,22.42,19.16,21.43,18.18,20.3,21.36,22.02
58610,Wagin (S),0,22.22,-,-,0,25,-,16.67,12.5
58760,Wanneroo (C),18.6,18.87,21.48,17.02,18.46,21.04,19.31,21.39,22.92
58820,Waroona (S),9.09,20,47.06,-,20,25,0,43.75,50
58890,West Arthur (S),-,-,-,-,-,-,-,-,0
59030,Westonia (S),-,-,-,-,-,-,-,-,-
59100,Wickepin (S),20,0,-,-,-,-,0,0,33.33
59170,Williams (S),50,25,-,-,-,-,20,16.67,0
59250,Wiluna (S),-,-,-,-,-,-,-,-,-
59310,Wongan-Ballidu (S),20,-,-,-,25,27.27,33.33,25,22.22
59320,Woodanilling (S),-,-,-,-,-,-,-,-,-
59330,Wyalkatchem (S),-,-,-,-,-,-,-,-,16.67
59340,Wyndham-East Kimberley (S),10.53,40,31.58,55.56,28.57,38.46,42.86,52,22.73
59350,Yalgoo (S),-,-,-,-,-,-,20,-,-
59360,Yilgarn (S),16.67,-,-,0,0,10,-,44.44,-
59370,York (S),25,30.77,13.33,7.14,35.71,0,33.33,16.67,23.81
60210,Break O'Day (M),28,17.65,16,30.43,22.73,26.92,29.17,12.9,45.24
60410,Brighton (M),20,32.79,25.93,23.61,24.68,30.56,18.29,19.33,30.19
60610,Burnie (C),18.24,23.14,21.93,22.12,25.45,17.39,25.71,22.22,35.12
60810,Central Coast (M),15.25,18.52,17.5,14.14,15.74,19.38,20.59,21.19,27.43
61210,Circular Head (M),15.38,20,17.65,32.14,22.22,30,14.71,25,26.32
61410,Clarence (C),18.34,20.43,24.02,13.92,19.11,21.85,17,20.85,28.68
61510,Derwent Valley (M),15.22,15.79,19.57,26.47,13.73,21.88,24.39,23.91,41.03
61610,Devonport (C),18.92,15.13,20,17.83,15.49,17.48,27.1,20,28.95
61810,Dorset (M),16.67,26.32,15.63,15.79,12.5,6.67,14.71,16.13,24.39
62010,Flinders (M),-,-,-,-,-,-,60,-,-
62210,George Town (M),22.5,10,27.66,26.67,18.42,16.67,17.95,22.5,24.14
62410,Glamorgan/Spring Bay (M),20,40,22.22,20,12.5,0,20,0,43.75
62610,Glenorchy (C),18.8,24.58,21.76,24.59,19.22,21.85,22.42,21.16,33.05
62810,Hobart (C),16.6,19.44,20.43,20.83,18.99,19.87,18.29,20.16,31.34
63010,Huon Valley (M),18.07,20.55,25,22.86,25.4,22,19.74,19.79,25.79
63210,Kentish (M),26.32,31.58,20,30.77,18.18,18.18,28.57,14.81,28.85
63410,King Island (M),50,-,28.57,0,14.29,33.33,-,0,42.86
63610,Kingborough (M),14.81,16.19,20.5,17.46,17.48,19.49,18.73,20.69,32.06
63810,Latrobe (M),21.74,22.58,14.29,26.67,9.38,38,30.23,32.5,31.58
64010,Launceston (C),18.58,22.46,20.1,19.33,17.14,20.24,21.03,24.37,26.51
64210,Meander Valley (M),13.24,16.67,19.48,16.98,16.67,20,17.28,18.89,33.01
64610,Northern Midlands (M),20.27,26.67,21.43,16,16.39,16.42,22.06,11.88,28.35
64810,Sorell (M),9.86,21.82,30.43,27.59,19.64,27.03,26.03,22.11,35.04
65010,Southern Midlands (M),10,15.38,18.18,0,0,33.33,0,33.33,17.65
65210,Tasman (M),0,28.57,25,33.33,50,37.5,16.67,37.5,23.08
65410,Waratah/Wynyard (M),21.74,19.3,18.06,26.92,19.7,23.86,18.75,17.24,24.77
65610,West Coast (M),25,0,40,12.5,25,8.33,28.57,33.33,41.18
65810,West Tamar (M),15.79,20.25,13.41,21.52,14.43,16.13,16.47,20.41,24.46
70200,Alice Springs (T),34.31,31.1,31.61,35.71,31.54,26.19,28.57,24.89,24.86
70420,Barkly (R),44.44,28.57,17.65,23.81,36.84,26.67,58.33,50,36.36
70700,Coomalie (S),33.33,28.57,50,33.33,50,33.33,61.54,27.27,44.44
71000,Darwin (C),29.29,29.7,24.78,25.51,27.44,28.53,28.97,25.22,30.19
71300,East Arnhem (R),26.67,37.5,23.53,15.79,41.86,33.33,21.43,25.71,25
72200,Katherine (T),43.48,35.14,20.51,30,25,33.33,31.94,24.24,20.78
72300,Litchfield (M),24.68,33.33,20,30.3,24.32,26.76,33.7,24.72,20.72
72330,MacDonnell (R),58.33,58.82,55.56,33.33,21.43,23.08,50,46.15,36.84
72800,Palmerston (C),31.66,30.26,31.49,29.27,29.48,33.51,29.26,31.43,30.51
73600,Roper Gulf (R),57.14,75,33.33,100,33.33,44.44,54.55,40,25
74550,Victoria Daly (R),-,-,-,-,-,-,-,-,20
74560,Wagait (S),-,-,-,-,-,-,-,-,-
74660,West Arnhem (R),30,40,50,66.67,28.57,-,60,25,0
79399,Unincorporated NT,33.33,36.11,21.62,23.08,24.62,29.55,30.23,26.32,36.11
89399,Unincorporated ACT,16.54,18.13,17.83,16.38,16.08,17.78,17.65,18.73,19.7
99399,Unincorp. Other Territories,40,-,14.29,-,28.57,-,22.22,12.5,27.27
